t,px,py,vx,vy
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+01,0.000000000000000000e+00
1.000000000000000056e-01,9.991052212804043542e-01,3.944540686958871584e-03,9.982104425608087084e+00,7.889081924275813396e-02
2.000000000000000111e-01,1.997654108847851218e+00,1.395808487628564382e-02,9.988873325740852849e+00,1.213800649682651167e-01
3.000000000000000444e-01,2.996269367813895190e+00,2.779782324038359079e-02,9.983431853580025717e+00,1.554147067166546381e-01
4.000000000000000222e-01,3.996522369304269073e+00,4.403933444744567022e-02,1.002162817622745727e+01,1.694155199720281391e-01
5.000000000000000000e-01,5.001937247439559364e+00,6.605621185084206703e-02,1.008666938647836098e+01,2.709220326129078149e-01
6.000000000000000888e-01,6.009758588987022421e+00,9.349488814006570725e-02,1.006975744447090015e+01,2.778514921462890697e-01
7.000000000000000666e-01,7.014045730357454822e+00,1.240310511030020962e-01,1.001598538293774254e+01,3.328717640224167496e-01
8.000000000000000444e-01,8.011282202258657392e+00,1.535028915551600037e-01,9.928744055086296427e+00,2.565650413288289577e-01
9.000000000000000222e-01,9.004632309495397280e+00,1.755506104672406309e-01,9.938258089648511984e+00,1.843893354074715996e-01
1.000000000000000000e+00,9.997500339280813719e+00,1.939265267228975076e-01,9.919102506059799040e+00,1.831289878363569212e-01
1.100000000000000089e+00,1.099021457519752332e+01,2.107357582070482072e-01,9.935182212274391134e+00,1.530556423695213497e-01
1.200000000000000178e+00,1.198269798384282758e+01,2.223960880162151044e-01,9.914485960631665762e+00,8.015095596240214004e-02
1.300000000000000044e+00,1.297690773438067779e+01,2.329589611246932757e-01,9.969709050125320715e+00,1.311065036409749807e-01
1.400000000000000133e+00,1.397375304987000355e+01,2.453729587799489409e-01,9.967197259661215725e+00,1.171734508364172672e-01
1.500000000000000000e+00,1.496623343876071388e+01,2.604181370939595008e-01,9.882410518153006862e+00,1.837301122883513715e-01
1.600000000000000089e+00,1.595174102029987928e+01,2.778896172100231987e-01,9.827741112630313580e+00,1.656994910831131318e-01
1.700000000000000178e+00,1.693052180373952709e+01,2.944830448016468316e-01,9.747874556162622994e+00,1.661690662988905831e-01
1.800000000000000044e+00,1.790314162241918439e+01,3.082590606713216386e-01,9.704521817430507014e+00,1.093512498756945561e-01
1.900000000000000133e+00,1.887028327244689052e+01,3.234940148734749554e-01,9.638311183123681403e+00,1.953478316293922601e-01
2.000000000000000000e+00,1.983232004370927726e+01,3.424295241905107035e-01,9.602424242124076414e+00,1.833623565209775430e-01
2.100000000000000089e+00,2.079502080282394871e+01,3.616074730208261312e-01,9.651590940169342048e+00,2.001966180384822380e-01
2.200000000000000178e+00,2.175604481743567575e+01,3.806541020155362332e-01,9.568889352065252041e+00,1.807359595868230917e-01
2.300000000000000266e+00,2.271286257735013692e+01,3.972198442207933167e-01,9.567465846223987214e+00,1.505788862174966269e-01
2.400000000000000355e+00,2.367205332180964561e+01,4.131632307471030385e-01,9.616349042966184868e+00,1.682888447998748260e-01
2.500000000000000000e+00,2.463157630577000035e+01,4.353209891373211460e-01,9.574110636240890315e+00,2.748663191265884320e-01
2.600000000000000089e+00,2.558515621859972811e+01,4.626550281960508659e-01,9.497487620353640025e+00,2.718144617578731603e-01
2.700000000000000178e+00,2.653731978089883370e+01,4.923557089527620945e-01,9.545783625628530444e+00,3.221991519086793154e-01
2.800000000000000266e+00,2.749170237293443364e+01,5.266985937541799334e-01,9.541868215083495031e+00,3.646585411721028347e-01
2.900000000000000355e+00,2.844518048921755593e+01,5.658209631204483836e-01,9.527694110578888598e+00,4.177888486782938005e-01
3.000000000000000000e+00,2.939642580859947785e+01,6.052872107557591974e-01,9.497212277059510654e+00,3.715361026854936410e-01
3.100000000000000089e+00,3.034922152086326363e+01,6.416492664832285087e-01,9.558701968216189115e+00,3.557050137064121098e-01
3.200000000000000178e+00,3.130497507302160187e+01,6.747502918237130443e-01,9.556369074950605835e+00,3.063154892933061535e-01
3.300000000000000266e+00,3.226322391698168701e+01,7.052940015877018354e-01,9.608607804251102280e+00,3.045587082608890439e-01
3.400000000000000355e+00,3.322109613005802942e+01,7.405870148861262159e-01,9.548836457275738709e+00,4.013015609482286083e-01
3.500000000000000000e+00,3.417959539941731606e+01,7.821485485467007948e-01,9.621148929909901781e+00,4.299291130881837120e-01
3.600000000000000089e+00,3.514100097091543518e+01,8.271766819045149877e-01,9.606962500052523168e+00,4.706335512848743852e-01
3.700000000000000178e+00,3.610084941186619290e+01,8.742019783711074687e-01,9.590006318962759124e+00,4.698723752298619716e-01
3.800000000000000266e+00,3.705877341845719997e+01,9.201525837576864930e-01,9.568473812857474670e+00,4.491397329629334134e-01
3.900000000000000355e+00,3.801615280890396065e+01,9.637309177995098119e-01,9.579113996077754933e+00,4.224269462737538783e-01
4.000000000000000000e+00,3.897231739645241788e+01,1.003388309852289106e+00,9.544177754891407517e+00,3.707208960379901885e-01
4.100000000000000533e+00,3.992762349872393912e+01,1.039035046980996579e+00,9.561944290539084790e+00,3.422138456255181538e-01
4.200000000000000178e+00,4.088140382721628185e+01,1.075833123178436379e+00,9.513662279307744996e+00,3.937476798588226412e-01
4.299999999999999822e+00,4.183348409519494027e+01,1.115525308193773046e+00,9.527943080265421472e+00,4.000960183096181066e-01
4.400000000000000355e+00,4.278491355343773250e+01,1.151995352251745208e+00,9.500646084590464113e+00,3.293048610925194963e-01
4.500000000000000000e+00,4.373455604012164599e+01,1.180596185137358090e+00,9.492203649087903372e+00,2.427117957035770934e-01
4.600000000000000533e+00,4.468997611090772892e+01,1.205759659558630625e+00,9.616197766633773014e+00,2.605576907992667168e-01
4.700000000000000178e+00,4.565185550387123925e+01,1.232919468832288867e+00,9.621390092636499247e+00,2.826384943481413670e-01
4.800000000000000711e+00,4.661055906960252315e+01,1.259635847917269569e+00,9.552681221989208993e+00,2.516890842711742016e-01
4.900000000000000355e+00,4.756291617513588932e+01,1.286347236313772235e+00,9.494460888678025512e+00,2.825386904483840889e-01
5.000000000000000000e+00,4.850982009763387737e+01,1.314297112645083976e+00,9.443617561281785200e+00,2.764588350006990658e-01
5.100000000000000533e+00,4.945047416084685210e+01,1.339021513192300228e+00,9.369463702977700592e+00,2.180291779074171599e-01
5.200000000000000178e+00,5.039043188303407561e+01,1.357840938361081884e+00,9.429690740766746515e+00,1.583593250742042491e-01
5.300000000000000711e+00,5.133503480223579629e+01,1.371157211767519479e+00,9.462367643267796780e+00,1.079661429302691961e-01
5.400000000000000355e+00,5.228151150845470596e+01,1.381816025195903519e+00,9.467166481110426801e+00,1.052101264463945474e-01
5.500000000000000000e+00,5.322892646326810961e+01,1.389749112910452000e+00,9.481132615157696009e+00,5.345162576786297720e-02
5.600000000000000533e+00,5.417969828652522324e+01,1.396765039785358375e+00,9.534303849984516077e+00,8.686690389384854605e-02
5.700000000000000178e+00,5.513212035141367551e+01,1.401525439312075516e+00,9.514137447784609236e+00,8.341089789330846660e-03
5.800000000000000711e+00,5.608624885579540376e+01,1.400821496688869905e+00,9.568432639849905996e+00,-2.241994332817313570e-02
5.900000000000000355e+00,5.704231026864592735e+01,1.399873115550861025e+00,9.552795617160455777e+00,3.452324589190026299e-03
6.000000000000000000e+00,5.799875524509342739e+01,1.398759775249536874e+00,9.576103911789488166e+00,-2.571913202919005881e-02
6.100000000000000533e+00,5.895635720430804128e+01,1.397749659713697579e+00,9.575935272502837492e+00,5.516821266188895456e-03
6.200000000000000178e+00,5.991483364191258687e+01,1.397875027627301536e+00,9.593593479588069073e+00,-3.009462167666723462e-03
6.300000000000000711e+00,6.087475079621420804e+01,1.399456026034438416e+00,9.604749606444277887e+00,3.462943220621553936e-02
6.400000000000000355e+00,6.183325761697886236e+01,1.402456318901884380e+00,9.565386808848789002e+00,2.537641849569457347e-02
6.500000000000000000e+00,6.279350082545187917e+01,1.405080341049134818e+00,9.639477360611637735e+00,2.710402930626648263e-02
6.600000000000000533e+00,6.375794647817469496e+01,1.409059243646908932e+00,9.649435693844607087e+00,5.247402178918803006e-02
6.700000000000000178e+00,6.472033846621606301e+01,1.416225022128058786e+00,9.598404066982642036e+00,9.084154606960948009e-02
6.800000000000000711e+00,6.567938217795456524e+01,1.427023487605306507e+00,9.582470167787382920e+00,1.251277658756889954e-01
6.900000000000000355e+00,6.663943515165354370e+01,1.439122471650446267e+00,9.618589306192085076e+00,1.168519141161619285e-01
7.000000000000000000e+00,6.759976349126715434e+01,1.454682145198659793e+00,9.587977486079864775e+00,1.943415613274383780e-01
7.100000000000000533e+00,6.855725934611061234e+01,1.476194737965228487e+00,9.561939610789108812e+00,2.359102936205171308e-01
7.200000000000000178e+00,6.951957941157176890e+01,1.501894482553065346e+00,9.684461698433906918e+00,2.780845967604533286e-01
7.300000000000000711e+00,7.048740647701262674e+01,1.531646003535020784e+00,9.672079610383269355e+00,3.169458252998207937e-01
7.400000000000000355e+00,7.145443944297936412e+01,1.565130703398498468e+00,9.668579708951419605e+00,3.527481717164986375e-01
7.500000000000000000e+00,7.242155480199876649e+01,1.602363942277009512e+00,9.673727471436526670e+00,3.919166035473599097e-01
7.600000000000000533e+00,7.338709341921976659e+01,1.639197381645456808e+00,9.637044872983423716e+00,3.447521848203168870e-01
7.700000000000000178e+00,7.435572047888096847e+01,1.672624188007044044e+00,9.735496320240498491e+00,3.237839408863337765e-01
7.800000000000000711e+00,7.532886462585034337e+01,1.704020524611096654e+00,9.727386619147216251e+00,3.041427883641704688e-01
7.900000000000000355e+00,7.630104095151779120e+01,1.729317293503890740e+00,9.716139894201818450e+00,2.017925886793290879e-01
8.000000000000000000e+00,7.727043140748254757e+01,1.753384789716948777e+00,9.671669225093298294e+00,2.795573389077301574e-01
8.099999999999999645e+00,7.823529643479204765e+01,1.783065439620426851e+00,9.625631321096577153e+00,3.140556617038521847e-01
8.200000000000001066e+00,7.919662272600561437e+01,1.817854910407084468e+00,9.600894503174519201e+00,3.817337509941452489e-01
8.300000000000000711e+00,8.015380971095666496e+01,1.858488596178131891e+00,9.542845195846323847e+00,4.309399624860880684e-01
8.400000000000000355e+00,8.110826831906794609e+01,1.899306181428516149e+00,9.546326966379432122e+00,3.854117457524668944e-01
8.500000000000000000e+00,8.206420077153332215e+01,1.937070432899261396e+00,9.572322082928181430e+00,3.698732801875324050e-01
8.599999999999999645e+00,8.301835846670707042e+01,1.976059623842766122e+00,9.510831820546696846e+00,4.099105367374195619e-01
8.700000000000001066e+00,8.396709831178247896e+01,2.018165782903643013e+00,9.463965080961266096e+00,4.322126438241122859e-01
8.800000000000000711e+00,8.491548262026536520e+01,2.057627728933515421e+00,9.503721088696300612e+00,3.570262795338675077e-01
8.900000000000000355e+00,8.586392264945496322e+01,2.088031799308191161e+00,9.465079495095745088e+00,2.510551315692682861e-01
9.000000000000000000e+00,8.681173966293346211e+01,2.110275840513584189e+00,9.491260774474039152e+00,1.938256919406735612e-01
9.099999999999999645e+00,8.776356819322643332e+01,2.130135765665389425e+00,9.545309831385294430e+00,2.033728099619091512e-01
9.200000000000001066e+00,8.872382168724587359e+01,2.152883969101748285e+00,9.659760049003704552e+00,2.515912592483542931e-01
9.300000000000000711e+00,8.969039605218924294e+01,2.180150518155271833e+00,9.671727249863785403e+00,2.937397148550435766e-01
9.400000000000000355e+00,9.065927170704162563e+01,2.206510436738505998e+00,9.705785847183715731e+00,2.334586573845001956e-01
9.500000000000000000e+00,9.162941077605047724e+01,2.228226109059990190e+00,9.696995532993511802e+00,2.008547890706020023e-01
9.600000000000001421e+00,9.260320175329000847e+01,2.249326275083963544e+00,9.778824011797203397e+00,2.211485331472022309e-01
9.700000000000001066e+00,9.358358477595257341e+01,2.269639693050225393e+00,9.828836441453839612e+00,1.851198204261829960e-01
9.800000000000000711e+00,9.456471320172101969e+01,2.285602999353475440e+00,9.793732073914970471e+00,1.341463049994798262e-01
9.900000000000000355e+00,9.555089779205223977e+01,2.298140221412205531e+00,9.929959732709400910e+00,1.165981355281538873e-01
1.000000000000000000e+01,9.654304576889070688e+01,2.310586639342350423e+00,9.912999804060021347e+00,1.323302203336365335e-01
1.010000000000000142e+01,9.753341259604458457e+01,2.320352796172444609e+00,9.894336739017676408e+00,6.299291212496127557e-02
1.020000000000000107e+01,9.852655970761591675e+01,2.326405025820510453e+00,9.968605492408892488e+00,5.805167570173825481e-02
1.030000000000000071e+01,9.952141773279545589e+01,2.333563283000342103e+00,9.928555011181900980e+00,8.511346855454554605e-02
1.040000000000000036e+01,1.005176429847740280e+02,2.344950177546567094e+00,9.995950028389708919e+00,1.426244217090796018e-01
1.050000000000000000e+01,1.015199798456515765e+02,2.358373765271307931e+00,1.005078718916127301e+01,1.258473326203135845e-01
1.060000000000000142e+01,1.025253212456391196e+02,2.369421651232086923e+00,1.005604081058961086e+01,9.511038525792951670e-02
1.070000000000000107e+01,1.035303607270758448e+02,2.376879968702179990e+00,1.004474881814494402e+01,5.405596387757663490e-02
1.080000000000000071e+01,1.045370632080742439e+02,2.384598575761475381e+00,1.008930080182322975e+01,1.003161803405485664e-01
1.090000000000000036e+01,1.055425223669883650e+02,2.393287082618792194e+00,1.001988237645924862e+01,7.345395774044308213e-02
1.100000000000000000e+01,1.065435050178078598e+02,2.401136954735032081e+00,9.999770639930789073e+00,8.354348349191179079e-02
1.110000000000000142e+01,1.075463063884897679e+02,2.407405631068162855e+00,1.005625677370721149e+01,4.183004184999230407e-02
1.120000000000000107e+01,1.085495189130874678e+02,2.411536259678298322e+00,1.000799371824683348e+01,4.078252874454020571e-02
1.130000000000000071e+01,1.095523593308537755e+02,2.411263788332778102e+00,1.004881463707936007e+01,-4.623195842207113160e-02
1.140000000000000036e+01,1.105563551180327693e+02,2.409822480208613893e+00,1.003110110650058751e+01,1.740579816488722897e-02
1.150000000000000000e+01,1.115658034852425544e+02,2.410095162628364207e+00,1.015786623769503727e+01,-1.195214987528906911e-02
1.160000000000000142e+01,1.125794675293697793e+02,2.409639139817942866e+00,1.011541464484947461e+01,2.831692097013720211e-03
1.170000000000000107e+01,1.135927858546860278e+02,2.409148071937909918e+00,1.015095186147559936e+01,-1.265305395582790905e-02
1.180000000000000071e+01,1.146054333550169559e+02,2.406119248339841921e+00,1.010199814514287731e+01,-4.792341524588650259e-02
1.190000000000000036e+01,1.156151602478337423e+02,2.404155706960394046e+00,1.009253971119274418e+01,8.652585604895283999e-03
1.200000000000000000e+01,1.166246406912410691e+02,2.407989977738211440e+00,1.009706915695362994e+01,6.803283296260412283e-02
1.210000000000000142e+01,1.176354886561906739e+02,2.413928191757837904e+00,1.011989014203853721e+01,5.073144270941314093e-02
1.220000000000000107e+01,1.186446975237331429e+02,2.416915556397581266e+00,1.006428720881083905e+01,9.015848596193885844e-03
1.230000000000000071e+01,1.196534783200277161e+02,2.416682297317219064e+00,1.011132871708053926e+01,-1.368102854133143587e-02
1.240000000000000036e+01,1.206668204312410921e+02,2.415080875065147126e+00,1.015551350718689605e+01,-1.834741132827016202e-02
1.250000000000000000e+01,1.216811290045270937e+02,2.411533972043074403e+00,1.013065795853294482e+01,-5.259065448915189317e-02
1.260000000000000142e+01,1.226979102471106131e+02,2.408002704777966851e+00,1.020496689313753791e+01,-1.803469085678003486e-02
1.270000000000000107e+01,1.237199889672584732e+02,2.407698676869218790e+00,1.023660750981957968e+01,1.195413135186014497e-02
1.280000000000000071e+01,1.247435946838553065e+02,2.410510991877913511e+00,1.023550682211707752e+01,4.429216852234033747e-02
1.290000000000000036e+01,1.257676242572687926e+02,2.419076020623402545e+00,1.024508464615262149e+01,1.270084036788707849e-01
1.300000000000000000e+01,1.267961382520514491e+02,2.430960572951483822e+00,1.032519524950038381e+01,1.106826380721073755e-01
1.310000000000000142e+01,1.278274921063834171e+02,2.445359137862493260e+00,1.030188183713898553e+01,1.772886615534748356e-01
1.320000000000000107e+01,1.288567352637699344e+02,2.464270985245320400e+00,1.028298131059142584e+01,2.009482838696725893e-01
1.330000000000000071e+01,1.298820986218696873e+02,2.482359164145701236e+00,1.022428585140379909e+01,1.608152943577444427e-01
1.340000000000000036e+01,1.309063830642690789e+02,2.497491117578133135e+00,1.026140299658406185e+01,1.418237741215332970e-01
1.350000000000000000e+01,1.319316173000591164e+02,2.513777450985838602e+00,1.024328171921681729e+01,1.839028890574645470e-01
1.360000000000000142e+01,1.329545030845401072e+02,2.530977056166057171e+00,1.021443397040279777e+01,1.600892159272097603e-01
1.370000000000000107e+01,1.339721855902367622e+02,2.545492926727779270e+00,1.013921614353003164e+01,1.302281952743860050e-01
1.380000000000000071e+01,1.349874291301969151e+02,2.556642641161744667e+00,1.016565465567336268e+01,9.276609437750975296e-02
1.390000000000000036e+01,1.360051346399115459e+02,2.568984875209469276e+00,1.018845553861917352e+01,1.540785866671713356e-01
1.400000000000000000e+01,1.370220409042761673e+02,2.584508058885011561e+00,1.014966974867292393e+01,1.563850882300112100e-01
1.410000000000000142e+01,1.380378347796894616e+02,2.600682290985553813e+00,1.016620775959320433e+01,1.670995549785159184e-01
1.420000000000000107e+01,1.390556610928734642e+02,2.619082133522327105e+00,1.019031850408657291e+01,2.008972881456055348e-01
1.430000000000000071e+01,1.400777192127689261e+02,2.638393796214954179e+00,1.025084389382275418e+01,1.853359608652114521e-01
1.440000000000000036e+01,1.411027467943782767e+02,2.655730491824156658e+00,1.024970773836412619e+01,1.613979513809074839e-01
1.450000000000000000e+01,1.421299910649483138e+02,2.672378752866484408e+00,1.029517767303697973e+01,1.715672654260971264e-01
1.460000000000000142e+01,1.431609206318815382e+02,2.691953509628587149e+00,1.032341366562765828e+01,2.199278718769901997e-01
1.470000000000000107e+01,1.441951826017453868e+02,2.713448822902989388e+00,1.036182573164937359e+01,2.099783975200565922e-01
1.480000000000000071e+01,1.452318403908852247e+02,2.734580591100302271e+00,1.037133005114720596e+01,2.126569691857141953e-01
1.490000000000000036e+01,1.462707655975194427e+02,2.756452642848442824e+00,1.040717408153713031e+01,2.247840685189556598e-01
1.500000000000000000e+01,1.473070154400627700e+02,2.775751539827465475e+00,1.031782276932952946e+01,1.611938787071061641e-01
1.510000000000000142e+01,1.483403259347727783e+02,2.788602394167476461e+00,1.034838712487085211e+01,9.582320558312645842e-02
1.520000000000000107e+01,1.493778136870080573e+02,2.797018427230268500e+00,1.040136791983470488e+01,7.249745326360604314e-02
1.530000000000000071e+01,1.504225284337622384e+02,2.806572302577323264e+00,1.049292701524946558e+01,1.185800535143672341e-01
1.540000000000000036e+01,1.514721627492834557e+02,2.819219229649722269e+00,1.049975929517488282e+01,1.343584918383491922e-01
1.550000000000000000e+01,1.525169071186928420e+02,2.832756001506589794e+00,1.039512809301277052e+01,1.363769463730977460e-01
1.560000000000000142e+01,1.535569981139756521e+02,2.849955239869204515e+00,1.040669181264377663e+01,2.076078199598273832e-01
1.570000000000000107e+01,1.545939071753930705e+02,2.868464677571369137e+00,1.033148941570468438e+01,1.625809351616008258e-01
1.580000000000000071e+01,1.556208860113545143e+02,2.885798577174630619e+00,1.020808730352440641e+01,1.840970577158029808e-01
1.590000000000000036e+01,1.566419546392179996e+02,2.905342503515758956e+00,1.021328525374580920e+01,2.067814732364372798e-01
1.600000000000000000e+01,1.576627327614045555e+02,2.927203404381537588e+00,1.020227718998559752e+01,2.304365509945665025e-01
1.610000000000000142e+01,1.586808628417124680e+02,2.949429662467453195e+00,1.016032441617258719e+01,2.140886092617622083e-01
1.619999999999999929e+01,1.596933863121572870e+02,2.970865875037246973e+00,1.009014499272363885e+01,2.146356401952483339e-01
1.630000000000000071e+01,1.606992945880731725e+02,2.992833855050707204e+00,1.002802052559401425e+01,2.247239588766090645e-01
1.640000000000000213e+01,1.617029508755055360e+02,3.014985197443142084e+00,1.004510522305377229e+01,2.183028879064732863e-01
1.650000000000000000e+01,1.627064929389860595e+02,3.034718322078576502e+00,1.002573604655692918e+01,1.763596088844963106e-01
1.660000000000000142e+01,1.637086667506400772e+02,3.053340462485508500e+00,1.001774018652350229e+01,1.960832001061636187e-01
1.669999999999999929e+01,1.647102301489059926e+02,3.072505148994459478e+00,1.001352777879449185e+01,1.872105317112375822e-01
1.680000000000000071e+01,1.657113487790974204e+02,3.090281877431450663e+00,1.000884482503427719e+01,1.683240386222122353e-01
1.690000000000000213e+01,1.667116987662195697e+02,3.107003989296149182e+00,9.998154917408390574e+00,1.661181991478607178e-01
1.700000000000000000e+01,1.677135430427081246e+02,3.121848145964742471e+00,1.003873061236287967e+01,1.307649348574942694e-01
1.710000000000000142e+01,1.687158485278505111e+02,3.137195735810732522e+00,1.000737909048522489e+01,1.761868671083699767e-01
1.719999999999999929e+01,1.697190122487938027e+02,3.152476558650596061e+00,1.005589532838039268e+01,1.294295874677773295e-01
1.730000000000000071e+01,1.707261180491773871e+02,3.164956774812162088e+00,1.008622067929143462e+01,1.201747386672159801e-01
1.740000000000000213e+01,1.717387111233948644e+02,3.177874546646580978e+00,1.016564080505825096e+01,1.381806998133596476e-01
1.750000000000000000e+01,1.727543396375057512e+02,3.194897690255217082e+00,1.014692947715948890e+01,2.022821724568747703e-01
1.760000000000000142e+01,1.737710306783282306e+02,3.213516071065209534e+00,1.018689133929005486e+01,1.700854530876452220e-01
1.769999999999999929e+01,1.747868912235412608e+02,3.227509473017157404e+00,1.013031956497080266e+01,1.097825865697259207e-01
1.780000000000000071e+01,1.758001207937157631e+02,3.238985174421422641e+00,1.013427183851921143e+01,1.197314417144805104e-01
1.790000000000000213e+01,1.768126191135296779e+02,3.251594065193399441e+00,1.011569455775891946e+01,1.324463735434187328e-01
1.800000000000000000e+01,1.778220894674778663e+02,3.265034428993333737e+00,1.007371252120509553e+01,1.363608999201247340e-01
1.810000000000000142e+01,1.788301687823635575e+02,3.277773189872819515e+00,1.008787377650853045e+01,1.184143164871762077e-01
1.819999999999999929e+01,1.798408726451063160e+02,3.287282113183813692e+00,1.012620347834655199e+01,7.176414714186950261e-02
1.830000000000000071e+01,1.808551327302274956e+02,3.290794043249713141e+00,1.015899822407711817e+01,-1.525543667724851837e-03
1.840000000000000213e+01,1.818695494624600428e+02,3.291420018728554719e+00,1.012933642057413230e+01,1.404505789737418506e-02
1.850000000000000000e+01,1.828831711231297277e+02,3.291557926313898541e+00,1.014309679281965870e+01,-1.128690245551724688e-02
1.860000000000000142e+01,1.838946652191148701e+02,3.290290480689520791e+00,1.008678512688279660e+01,-1.406200258697944301e-02
1.869999999999999929e+01,1.849024986991262836e+02,3.288508141886586689e+00,1.006988447334537540e+01,-2.158477131940151478e-02
1.880000000000000071e+01,1.859108340014304588e+02,3.284080444903845208e+00,1.009682157273786984e+01,-6.696916561305535365e-02
1.890000000000000213e+01,1.869249852524341691e+02,3.276737292923801448e+00,1.018620344733624883e+01,-7.989387155790234063e-02
1.900000000000000000e+01,1.879442132968648025e+02,3.268461147790076904e+00,1.019835744127674459e+01,-8.562902697747445946e-02
1.910000000000000142e+01,1.889668945674877421e+02,3.256586078317093680e+00,1.025526797118179623e+01,-1.518723602292610664e-01
1.920000000000000284e+01,1.899927212946261932e+02,3.241019251214154462e+00,1.026126657158742361e+01,-1.594641819277128336e-01
1.930000000000000071e+01,1.910176605046404177e+02,3.225535007047757752e+00,1.023751762869652637e+01,-1.502207012376411410e-01
1.940000000000000213e+01,1.920448782046035774e+02,3.214199103814542546e+00,1.030683637056640656e+01,-7.649736066794834977e-02
1.950000000000000000e+01,1.930748304993834950e+02,3.208411231367449989e+00,1.029220952503165165e+01,-3.926008756702475955e-02
1.960000000000000142e+01,1.941066386211776944e+02,3.204916479257983397e+00,1.034395291085257718e+01,-3.063494925323232559e-02
1.970000000000000284e+01,1.951404824930110635e+02,3.202794185949044081e+00,1.033292452581496867e+01,-1.181091131144521370e-02
1.980000000000000071e+01,1.961745688139691595e+02,3.200941203790642398e+00,1.034880189334707445e+01,-2.524873111691239985e-02
1.990000000000000213e+01,1.972103803235647490e+02,3.200563062715303442e+00,1.036742829856496861e+01,1.768590909894004332e-02
